Size,BHK,Bathroom,City,FurnishingStatus,AreaType,Rent
1400,4,3,Mumbai,Semi-Furnished,Carpet Area,140000
2000,4,5,Mumbai,Furnished,Carpet Area,200000
850,2,2,Mumbai,Furnished,Carpet Area,65000
500,1,1,Mumbai,Furnished,Carpet Area,48000
900,2,2,Mumbai,Unfurnished,Super Area,75000
750,2,2,Mumbai,Semi-Furnished,Carpet Area,39000
1100,3,2,Mumbai,Semi-Furnished,Carpet Area,70000
5000,4,4,Mumbai,Semi-Furnished,Carpet Area,1200000
596,1,1,Mumbai,Semi-Furnished,Super Area,25000
680,2,2,Mumbai,Unfurnished,Carpet Area,45000
1950,4,4,Mumbai,Unfurnished,Carpet Area,190000
1350,3,3,Mumbai,Semi-Furnished,Carpet Area,140000
510,1,1,Mumbai,Semi-Furnished,Carpet Area,35000
500,1,1,Mumbai,Furnished,Carpet Area,60000
375,1,1,Mumbai,Unfurnished,Super Area,15000
500,1,1,Mumbai,Furnished,Carpet Area,39000
1500,3,3,Mumbai,Semi-Furnished,Carpet Area,190000
1000,3,3,Mumbai,Furnished,Carpet Area,84000
1260,3,3,Mumbai,Unfurnished,Carpet Area,68000
475,1,2,Mumbai,Unfurnished,Carpet Area,26000
620,2,2,Mumbai,Semi-Furnished,Carpet Area,42000
490,1,1,Mumbai,Furnished,Carpet Area,35000
710,2,2,Mumbai,Semi-Furnished,Carpet Area,44000
720,2,2,Mumbai,Unfurnished,Carpet Area,60000
770,2,2,Mumbai,Semi-Furnished,Carpet Area,45000
1600,3,3,Mumbai,Semi-Furnished,Super Area,250000
500,1,1,Mumbai,Furnished,Carpet Area,65000
350,1,1,Mumbai,Unfurnished,Super Area,20000
1000,2,2,Mumbai,Semi-Furnished,Super Area,75000
3900,5,5,Mumbai,Furnished,Carpet Area,500000
1000,3,3,Mumbai,Semi-Furnished,Carpet Area,140000
660,2,2,Mumbai,Semi-Furnished,Carpet Area,45000
600,1,1,Mumbai,Semi-Furnished,Super Area,9400
900,2,2,Mumbai,Furnished,Carpet Area,100000
750,2,2,Mumbai,Furnished,Carpet Area,65000
1000,2,2,Mumbai,Furnished,Carpet Area,230000
1500,3,3,Mumbai,Semi-Furnished,Carpet Area,180000
1200,2,3,Mumbai,Furnished,Carpet Area,180000
1200,3,3,Mumbai,Furnished,Carpet Area,120000
280,1,1,Mumbai,Semi-Furnished,Carpet Area,20000
1000,2,2,Mumbai,Furnished,Carpet Area,130000
1800,3,4,Mumbai,Semi-Furnished,Carpet Area,400000
694,2,2,Mumbai,Semi-Furnished,Carpet Area,75000
3250,5,5,Mumbai,Unfurnished,Carpet Area,350000
1740,3,4,Mumbai,Furnished,Super Area,100000
750,2,2,Mumbai,Furnished,Carpet Area,55000
1000,3,3,Mumbai,Semi-Furnished,Carpet Area,70000
500,1,1,Mumbai,Furnished,Super Area,30000
2000,4,5,Mumbai,Semi-Furnished,Carpet Area,330000
550,1,2,Mumbai,Furnished,Carpet Area,75000
270,1,1,Mumbai,Unfurnished,Carpet Area,14000
960,3,3,Mumbai,Semi-Furnished,Carpet Area,130000
1200,3,2,Mumbai,Semi-Furnished,Super Area,40000
710,2,2,Mumbai,Unfurnished,Carpet Area,46000
472,1,2,Mumbai,Semi-Furnished,Carpet Area,27000
1000,2,2,Mumbai,Semi-Furnished,Carpet Area,95000
800,2,2,Mumbai,Semi-Furnished,Carpet Area,94000
650,2,2,Mumbai,Unfurnished,Carpet Area,40000
1300,3,3,Mumbai,Semi-Furnished,Carpet Area,150000
600,2,2,Mumbai,Unfurnished,Carpet Area,30000
750,2,2,Mumbai,Furnished,Carpet Area,95000
890,2,2,Mumbai,Semi-Furnished,Carpet Area,130000
421,1,1,Mumbai,Unfurnished,Carpet Area,14000
1300,3,3,Mumbai,Semi-Furnished,Carpet Area,100000
350,1,1,Mumbai,Unfurnished,Super Area,35000
800,2,2,Mumbai,Semi-Furnished,Carpet Area,57000
650,2,2,Mumbai,Semi-Furnished,Carpet Area,45000
650,1,2,Mumbai,Furnished,Super Area,11000
650,2,2,Mumbai,Semi-Furnished,Carpet Area,50000
680,2,2,Mumbai,Unfurnished,Carpet Area,35000
800,2,2,Mumbai,Furnished,Carpet Area,100000
1250,3,3,Mumbai,Semi-Furnished,Carpet Area,130000
475,1,1,Mumbai,Unfurnished,Carpet Area,52000
600,2,2,Mumbai,Unfurnished,Carpet Area,28000
450,1,1,Mumbai,Unfurnished,Super Area,18000
400,1,1,Mumbai,Unfurnished,Super Area,30000
985,3,3,Mumbai,Unfurnished,Carpet Area,45000
1450,3,3,Mumbai,Unfurnished,Carpet Area,130000
650,2,2,Mumbai,Semi-Furnished,Carpet Area,58000
805,2,3,Mumbai,Semi-Furnished,Carpet Area,65000
650,1,1,Mumbai,Semi-Furnished,Super Area,24000
515,1,1,Mumbai,Unfurnished,Carpet Area,54500
1000,3,2,Mumbai,Semi-Furnished,Carpet Area,70000
1050,3,3,Mumbai,Semi-Furnished,Carpet Area,67000
777,2,2,Mumbai,Furnished,Carpet Area,75000
831,2,2,Mumbai,Unfurnished,Carpet Area,45000
1233,3,4,Mumbai,Semi-Furnished,Carpet Area,98000
250,1,1,Mumbai,Unfurnished,Carpet Area,16000
900,2,2,Mumbai,Semi-Furnished,Carpet Area,95000
753,2,2,Mumbai,Unfurnished,Carpet Area,40000
1800,3,3,Mumbai,Furnished,Carpet Area,300000
670,2,2,Mumbai,Unfurnished,Carpet Area,80000
2800,4,4,Mumbai,Semi-Furnished,Carpet Area,380000
1197,3,3,Mumbai,Semi-Furnished,Carpet Area,160000
880,2,2,Mumbai,Unfurnished,Carpet Area,44000
1000,2,2,Mumbai,Furnished,Carpet Area,200000
935,2,2,Mumbai,Semi-Furnished,Super Area,65000
751,2,2,Mumbai,Semi-Furnished,Carpet Area,50000
200,1,1,Mumbai,Unfurnished,Super Area,6000
2500,4,6,Mumbai,Semi-Furnished,Carpet Area,280000
500,1,1,Mumbai,Furnished,Carpet Area,46000
430,1,1,Mumbai,Furnished,Carpet Area,35000
1088,3,3,Mumbai,Semi-Furnished,Carpet Area,75000
330,1,1,Mumbai,Semi-Furnished,Carpet Area,20000
400,1,1,Mumbai,Unfurnished,Carpet Area,25000
1200,3,3,Mumbai,Furnished,Carpet Area,110000
700,2,2,Mumbai,Unfurnished,Carpet Area,29500
1000,3,2,Mumbai,Semi-Furnished,Carpet Area,53000
750,2,2,Mumbai,Semi-Furnished,Carpet Area,85000
450,1,2,Mumbai,Unfurnished,Carpet Area,26000
640,1,2,Mumbai,Furnished,Super Area,33000
1190,3,3,Mumbai,Semi-Furnished,Carpet Area,180000
850,3,3,Mumbai,Unfurnished,Super Area,70000
330,1,1,Mumbai,Semi-Furnished,Carpet Area,17000
685,2,2,Mumbai,Semi-Furnished,Carpet Area,37000
400,1,2,Mumbai,Unfurnished,Carpet Area,27000
500,1,2,Mumbai,Furnished,Carpet Area,35500
550,1,1,Mumbai,Unfurnished,Carpet Area,24000
2500,4,4,Mumbai,Unfurnished,Carpet Area,250000
1100,3,3,Mumbai,Furnished,Carpet Area,180000
650,2,2,Mumbai,Unfurnished,Carpet Area,18500
1400,3,3,Mumbai,Furnished,Carpet Area,200000
1050,2,2,Mumbai,Furnished,Carpet Area,70000
850,3,3,Mumbai,Unfurnished,Carpet Area,55000
550,1,1,Mumbai,Unfurnished,Carpet Area,24000
750,2,2,Mumbai,Furnished,Carpet Area,55000
1350,3,3,Mumbai,Semi-Furnished,Carpet Area,150000
800,2,2,Mumbai,Semi-Furnished,Carpet Area,50000
2650,4,3,Mumbai,Semi-Furnished,Carpet Area,300000
975,3,2,Mumbai,Semi-Furnished,Carpet Area,90100
1325,3,4,Mumbai,Furnished,Carpet Area,57000
700,2,2,Mumbai,Semi-Furnished,Super Area,40000
700,2,2,Mumbai,Furnished,Carpet Area,80000
850,2,2,Mumbai,Semi-Furnished,Carpet Area,95000
305,1,1,Mumbai,Unfurnished,Carpet Area,14000
850,2,2,Mumbai,Unfurnished,Carpet Area,50000
724,2,2,Mumbai,Unfurnished,Carpet Area,43000
650,2,2,Mumbai,Furnished,Carpet Area,55000
650,2,2,Mumbai,Unfurnished,Carpet Area,35000
700,2,2,Mumbai,Unfurnished,Carpet Area,33000
785,2,2,Mumbai,Furnished,Carpet Area,47000
1250,3,3,Mumbai,Semi-Furnished,Carpet Area,75000
1016,4,3,Mumbai,Unfurnished,Carpet Area,45000
380,1,2,Mumbai,Unfurnished,Carpet Area,36000
475,1,1,Mumbai,Unfurnished,Carpet Area,40000
444,1,2,Mumbai,Unfurnished,Carpet Area,40000
640,2,2,Mumbai,Unfurnished,Carpet Area,32000
320,1,1,Mumbai,Unfurnished,Carpet Area,17000
1100,3,4,Mumbai,Unfurnished,Carpet Area,77000
1500,4,3,Mumbai,Furnished,Carpet Area,290000
650,2,2,Mumbai,Semi-Furnished,Carpet Area,35000
508,1,2,Mumbai,Semi-Furnished,Carpet Area,40000
2500,4,4,Mumbai,Furnished,Carpet Area,250000
720,2,2,Mumbai,Unfurnished,Carpet Area,47000
750,2,2,Mumbai,Unfurnished,Super Area,50000
430,1,1,Mumbai,Unfurnished,Carpet Area,32000
623,2,2,Mumbai,Unfurnished,Carpet Area,8000
1358,3,4,Mumbai,Semi-Furnished,Carpet Area,240000
1000,3,3,Mumbai,Semi-Furnished,Carpet Area,85000
1100,3,3,Mumbai,Unfurnished,Carpet Area,65000
1255,3,3,Mumbai,Furnished,Carpet Area,75000
450,1,2,Mumbai,Furnished,Carpet Area,26500
650,2,2,Mumbai,Furnished,Carpet Area,45000
955,2,2,Mumbai,Semi-Furnished,Carpet Area,95000
700,2,2,Mumbai,Unfurnished,Carpet Area,38000
1915,3,4,Mumbai,Semi-Furnished,Super Area,260000
2308,4,6,Mumbai,Semi-Furnished,Carpet Area,300000
1250,3,3,Mumbai,Semi-Furnished,Carpet Area,180000
625,2,2,Mumbai,Semi-Furnished,Carpet Area,40000
2200,4,4,Mumbai,Furnished,Carpet Area,300000
870,2,2,Mumbai,Furnished,Carpet Area,85000
1300,3,3,Mumbai,Semi-Furnished,Carpet Area,110000
750,2,2,Mumbai,Unfurnished,Carpet Area,40000
750,2,2,Mumbai,Furnished,Super Area,45000
550,2,2,Mumbai,Furnished,Carpet Area,52000
1250,4,4,Mumbai,Furnished,Carpet Area,90000
1400,3,3,Mumbai,Semi-Furnished,Carpet Area,140000
1330,3,4,Mumbai,Semi-Furnished,Carpet Area,150000
1000,3,3,Mumbai,Semi-Furnished,Carpet Area,65000
770,2,2,Mumbai,Unfurnished,Carpet Area,50000
800,2,2,Mumbai,Unfurnished,Carpet Area,54000
1691,4,6,Mumbai,Semi-Furnished,Carpet Area,180000
550,1,2,Mumbai,Furnished,Carpet Area,60000
800,2,2,Mumbai,Unfurnished,Carpet Area,65000
615,2,2,Mumbai,Unfurnished,Carpet Area,35000
663,2,2,Mumbai,Unfurnished,Carpet Area,43000
400,1,1,Mumbai,Semi-Furnished,Carpet Area,20000
625,2,2,Mumbai,Furnished,Carpet Area,57000
1432,4,3,Mumbai,Unfurnished,Carpet Area,130000
425,1,1,Mumbai,Unfurnished,Carpet Area,25000
649,2,2,Mumbai,Semi-Furnished,Carpet Area,56000
905,2,2,Mumbai,Unfurnished,Carpet Area,55000
882,2,2,Mumbai,Unfurnished,Super Area,18000
1200,3,3,Mumbai,Furnished,Carpet Area,100000
736,2,2,Mumbai,Unfurnished,Carpet Area,76000
1710,3,3,Mumbai,Furnished,Carpet Area,270000
225,1,1,Mumbai,Unfurnished,Carpet Area,45000
720,2,2,Mumbai,Unfurnished,Carpet Area,39000
555,1,1,Mumbai,Unfurnished,Super Area,12500
415,1,1,Mumbai,Unfurnished,Super Area,35000
649,2,2,Mumbai,Semi-Furnished,Carpet Area,55000
1000,3,2,Mumbai,Furnished,Carpet Area,90000
1300,2,2,Mumbai,Furnished,Carpet Area,250000
1065,2,2,Mumbai,Furnished,Super Area,25000
854,2,2,Mumbai,Semi-Furnished,Carpet Area,90000
1200,3,3,Mumbai,Furnished,Carpet Area,120000
500,1,1,Mumbai,Unfurnished,Carpet Area,55000
906,3,3,Mumbai,Semi-Furnished,Carpet Area,70000
1800,3,4,Mumbai,Furnished,Carpet Area,300000
500,2,1,Mumbai,Furnished,Carpet Area,25000
450,1,1,Mumbai,Unfurnished,Super Area,35000
1130,3,3,Mumbai,Semi-Furnished,Carpet Area,120000
495,1,2,Mumbai,Furnished,Super Area,27000
407,1,2,Mumbai,Unfurnished,Super Area,25000
1092,3,3,Mumbai,Semi-Furnished,Carpet Area,150000
610,2,2,Mumbai,Unfurnished,Carpet Area,32000
500,1,2,Mumbai,Furnished,Super Area,40000
750,2,2,Mumbai,Unfurnished,Carpet Area,52000
750,2,2,Mumbai,Furnished,Carpet Area,80000
850,2,2,Mumbai,Furnished,Carpet Area,55000
350,1,1,Mumbai,Unfurnished,Carpet Area,30000
300,1,1,Mumbai,Semi-Furnished,Carpet Area,20000
695,1,2,Mumbai,Furnished,Carpet Area,85000
415,1,2,Mumbai,Semi-Furnished,Carpet Area,40000
450,1,2,Mumbai,Unfurnished,Carpet Area,21000
850,3,3,Mumbai,Unfurnished,Carpet Area,43000
805,2,3,Mumbai,Semi-Furnished,Carpet Area,58000
700,2,2,Mumbai,Furnished,Carpet Area,130000
1800,3,4,Mumbai,Furnished,Carpet Area,260000
669,2,2,Mumbai,Unfurnished,Carpet Area,46000
325,1,1,Mumbai,Unfurnished,Carpet Area,6500
600,1,1,Mumbai,Furnished,Super Area,21000
725,2,2,Mumbai,Unfurnished,Carpet Area,46000
750,2,2,Mumbai,Semi-Furnished,Carpet Area,60000
1050,3,3,Mumbai,Semi-Furnished,Carpet Area,65000
600,2,2,Mumbai,Unfurnished,Carpet Area,15000
1000,2,2,Mumbai,Semi-Furnished,Carpet Area,130000
1110,3,3,Mumbai,Furnished,Carpet Area,90000
650,2,2,Mumbai,Unfurnished,Carpet Area,62000
1100,3,3,Mumbai,Semi-Furnished,Carpet Area,160000
1100,3,3,Mumbai,Unfurnished,Carpet Area,80000
1110,3,3,Mumbai,Semi-Furnished,Carpet Area,80000
999,3,2,Mumbai,Semi-Furnished,Carpet Area,55000
1000,3,3,Mumbai,Furnished,Carpet Area,100000
2200,4,5,Mumbai,Semi-Furnished,Carpet Area,200000
1256,3,3,Mumbai,Furnished,Carpet Area,100000
750,2,2,Mumbai,Semi-Furnished,Carpet Area,79500
889,3,2,Mumbai,Semi-Furnished,Carpet Area,84500
750,2,2,Mumbai,Semi-Furnished,Carpet Area,100000
385,1,1,Mumbai,Unfurnished,Carpet Area,13000
1454,4,4,Mumbai,Unfurnished,Carpet Area,100000
480,1,2,Mumbai,Semi-Furnished,Carpet Area,35000
660,2,2,Mumbai,Semi-Furnished,Carpet Area,72000
1600,3,3,Mumbai,Furnished,Carpet Area,180000
434,1,2,Mumbai,Semi-Furnished,Carpet Area,26000
1121,3,3,Mumbai,Unfurnished,Carpet Area,72000
620,1,2,Mumbai,Semi-Furnished,Super Area,8000
937,3,2,Mumbai,Furnished,Carpet Area,130000
470,1,2,Mumbai,Semi-Furnished,Carpet Area,52000
410,1,1,Mumbai,Unfurnished,Carpet Area,13000
850,3,3,Mumbai,Unfurnished,Carpet Area,45000
1500,3,4,Mumbai,Furnished,Carpet Area,180000
888,2,2,Mumbai,Furnished,Carpet Area,63000
380,1,2,Mumbai,Unfurnished,Carpet Area,7500
360,1,1,Mumbai,Unfurnished,Carpet Area,30000
565,1,2,Mumbai,Furnished,Super Area,28500
2000,3,4,Mumbai,Semi-Furnished,Super Area,100000
1358,4,4,Mumbai,Semi-Furnished,Carpet Area,270000
661,2,2,Mumbai,Semi-Furnished,Carpet Area,38000
450,1,2,Mumbai,Unfurnished,Carpet Area,26000
1300,3,3,Mumbai,Unfurnished,Carpet Area,70000
600,2,2,Mumbai,Furnished,Carpet Area,41000
900,2,3,Mumbai,Semi-Furnished,Super Area,27000
379,1,1,Mumbai,Semi-Furnished,Carpet Area,53000
805,2,3,Mumbai,Semi-Furnished,Carpet Area,65000
650,1,2,Mumbai,Furnished,Super Area,85000
500,1,2,Mumbai,Semi-Furnished,Super Area,6000
480,1,2,Mumbai,Furnished,Carpet Area,43000
550,2,2,Mumbai,Semi-Furnished,Super Area,65000
1600,3,3,Mumbai,Furnished,Carpet Area,280000
1400,3,2,Mumbai,Semi-Furnished,Carpet Area,98000
1500,3,2,Mumbai,Semi-Furnished,Carpet Area,330000
1050,3,3,Mumbai,Unfurnished,Carpet Area,65000
920,3,3,Mumbai,Unfurnished,Carpet Area,85000
450,1,1,Mumbai,Semi-Furnished,Carpet Area,40000
440,1,1,Mumbai,Semi-Furnished,Carpet Area,23000
932,3,3,Mumbai,Unfurnished,Super Area,55000
270,1,2,Mumbai,Unfurnished,Carpet Area,15000
379,1,2,Mumbai,Semi-Furnished,Carpet Area,52000
582,2,2,Mumbai,Furnished,Carpet Area,13000
800,2,2,Mumbai,Semi-Furnished,Carpet Area,95000
444,1,2,Mumbai,Unfurnished,Carpet Area,25000
428,1,1,Mumbai,Unfurnished,Carpet Area,21000
1880,5,4,Mumbai,Furnished,Carpet Area,360000
888,2,2,Mumbai,Semi-Furnished,Carpet Area,60000
490,1,1,Mumbai,Unfurnished,Super Area,19000
937,3,4,Mumbai,Unfurnished,Carpet Area,140000
710,2,2,Mumbai,Unfurnished,Carpet Area,30000
1617,4,5,Mumbai,Semi-Furnished,Carpet Area,130000
836,2,2,Mumbai,Unfurnished,Carpet Area,80000
1200,2,3,Mumbai,Semi-Furnished,Carpet Area,85000
950,2,2,Mumbai,Furnished,Carpet Area,65000
460,1,2,Mumbai,Semi-Furnished,Carpet Area,33000
585,1,2,Mumbai,Semi-Furnished,Super Area,36000
550,2,2,Mumbai,Furnished,Carpet Area,22000
375,1,1,Mumbai,Unfurnished,Carpet Area,17000
700,2,2,Mumbai,Furnished,Carpet Area,55000
750,2,2,Mumbai,Unfurnished,Carpet Area,66000
2000,4,4,Mumbai,Furnished,Carpet Area,140000
2046,4,5,Mumbai,Semi-Furnished,Carpet Area,260000
750,2,2,Mumbai,Semi-Furnished,Super Area,32000
730,2,2,Mumbai,Unfurnished,Carpet Area,45000
750,2,2,Mumbai,Semi-Furnished,Carpet Area,50000
229,1,1,Mumbai,Semi-Furnished,Super Area,18500
910,2,2,Mumbai,Unfurnished,Carpet Area,51000
1648,4,5,Mumbai,Semi-Furnished,Carpet Area,140000
1100,3,3,Mumbai,Unfurnished,Carpet Area,80000
560,1,2,Mumbai,Unfurnished,Carpet Area,30000
850,2,2,Mumbai,Unfurnished,Carpet Area,85000
450,1,1,Mumbai,Unfurnished,Super Area,15000
820,2,2,Mumbai,Semi-Furnished,Carpet Area,50000
750,2,2,Mumbai,Unfurnished,Carpet Area,60000
410,1,1,Mumbai,Unfurnished,Carpet Area,23000
490,1,2,Mumbai,Unfurnished,Carpet Area,14500
700,2,2,Mumbai,Unfurnished,Carpet Area,40000
3000,5,5,Mumbai,Semi-Furnished,Carpet Area,650000
560,1,1,Mumbai,Furnished,Carpet Area,80000
650,2,2,Mumbai,Unfurnished,Carpet Area,55000
520,1,1,Mumbai,Semi-Furnished,Super Area,12000
850,2,2,Mumbai,Unfurnished,Carpet Area,45000
777,2,2,Mumbai,Furnished,Carpet Area,90000
771,2,2,Mumbai,Unfurnished,Carpet Area,43000
400,1,1,Mumbai,Unfurnished,Carpet Area,22000
600,2,2,Mumbai,Furnished,Carpet Area,20000
390,1,2,Mumbai,Semi-Furnished,Carpet Area,26000
3200,4,4,Mumbai,Furnished,Carpet Area,850000
450,1,2,Mumbai,Furnished,Carpet Area,34999
500,1,2,Mumbai,Semi-Furnished,Super Area,35000
410,1,1,Mumbai,Semi-Furnished,Carpet Area,50000
160,1,1,Mumbai,Unfurnished,Carpet Area,16000
750,2,2,Mumbai,Unfurnished,Carpet Area,55000
585,1,2,Mumbai,Unfurnished,Super Area,39000
1300,3,3,Mumbai,Semi-Furnished,Carpet Area,100000
350,1,1,Mumbai,Furnished,Carpet Area,25000
490,1,2,Mumbai,Semi-Furnished,Super Area,25000
650,2,2,Mumbai,Unfurnished,Carpet Area,49500
225,1,1,Mumbai,Unfurnished,Carpet Area,21000
850,2,2,Mumbai,Semi-Furnished,Carpet Area,110000
385,1,1,Mumbai,Unfurnished,Super Area,21000
800,2,2,Mumbai,Unfurnished,Carpet Area,46700
2500,4,4,Mumbai,Furnished,Carpet Area,400000
1526,4,5,Mumbai,Semi-Furnished,Carpet Area,280000
300,1,1,Mumbai,Unfurnished,Super Area,18000
1800,3,3,Mumbai,Semi-Furnished,Super Area,80000
800,2,2,Mumbai,Semi-Furnished,Carpet Area,88000
890,3,2,Mumbai,Furnished,Carpet Area,90000
700,2,2,Mumbai,Unfurnished,Carpet Area,38000
465,1,1,Mumbai,Semi-Furnished,Super Area,20000
900,2,2,Mumbai,Furnished,Carpet Area,140000
1073,3,3,Mumbai,Semi-Furnished,Carpet Area,78000
450,1,1,Mumbai,Unfurnished,Super Area,21000
1350,3,3,Mumbai,Furnished,Carpet Area,95000
800,2,2,Mumbai,Furnished,Carpet Area,90000
600,2,2,Mumbai,Unfurnished,Carpet Area,34000
650,2,2,Mumbai,Unfurnished,Carpet Area,55000
550,2,2,Mumbai,Furnished,Carpet Area,52000
840,1,2,Mumbai,Unfurnished,Carpet Area,74999
1121,3,2,Mumbai,Furnished,Carpet Area,75000
650,2,2,Mumbai,Unfurnished,Carpet Area,45000
575,1,1,Mumbai,Unfurnished,Super Area,22000
475,1,1,Mumbai,Furnished,Super Area,32000
830,2,2,Mumbai,Semi-Furnished,Carpet Area,34000
1337,3,3,Mumbai,Semi-Furnished,Carpet Area,170000
420,1,2,Mumbai,Semi-Furnished,Carpet Area,23000
310,1,1,Mumbai,Unfurnished,Carpet Area,20000
1800,3,4,Mumbai,Furnished,Carpet Area,350000
967,3,3,Mumbai,Furnished,Carpet Area,90000
505,1,1,Mumbai,Semi-Furnished,Carpet Area,55000
275,1,1,Mumbai,Unfurnished,Super Area,15000
640,2,2,Mumbai,Semi-Furnished,Carpet Area,22000
1500,3,3,Mumbai,Semi-Furnished,Carpet Area,60000
850,2,2,Mumbai,Semi-Furnished,Carpet Area,49000
900,2,2,Mumbai,Semi-Furnished,Carpet Area,34000
430,1,2,Mumbai,Furnished,Carpet Area,24000
1649,4,3,Mumbai,Semi-Furnished,Carpet Area,270000
1100,3,3,Mumbai,Unfurnished,Carpet Area,69000
1200,3,3,Mumbai,Semi-Furnished,Carpet Area,120000
680,2,2,Mumbai,Unfurnished,Carpet Area,32000
600,2,2,Mumbai,Semi-Furnished,Carpet Area,24000
1560,4,4,Mumbai,Unfurnished,Carpet Area,100000
4500,5,5,Mumbai,Furnished,Carpet Area,600000
771,2,2,Mumbai,Unfurnished,Carpet Area,45000
800,2,2,Mumbai,Semi-Furnished,Carpet Area,80000
800,2,2,Mumbai,Semi-Furnished,Super Area,37000
1425,3,4,Mumbai,Furnished,Carpet Area,210000
1750,4,4,Mumbai,Semi-Furnished,Carpet Area,190000
475,1,2,Mumbai,Unfurnished,Carpet Area,25000
2000,4,5,Mumbai,Unfurnished,Carpet Area,210000
1375,3,3,Mumbai,Semi-Furnished,Carpet Area,200000
2800,5,5,Mumbai,Semi-Furnished,Carpet Area,310000
650,1,1,Mumbai,Semi-Furnished,Super Area,26000
600,2,2,Mumbai,Unfurnished,Carpet Area,27000
649,1,1,Mumbai,Unfurnished,Super Area,26000
950,2,2,Mumbai,Furnished,Carpet Area,60000
225,1,1,Mumbai,Unfurnished,Carpet Area,12000
1000,2,2,Mumbai,Furnished,Carpet Area,180000
330,1,1,Mumbai,Furnished,Carpet Area,30000
1200,3,3,Mumbai,Furnished,Carpet Area,100000
1270,3,3,Mumbai,Semi-Furnished,Carpet Area,140000
920,3,3,Mumbai,Unfurnished,Carpet Area,70000
630,2,2,Mumbai,Unfurnished,Carpet Area,20000
670,2,2,Mumbai,Furnished,Carpet Area,22000
450,1,1,Mumbai,Furnished,Super Area,32000
265,1,1,Mumbai,Unfurnished,Super Area,20000
600,2,2,Mumbai,Semi-Furnished,Carpet Area,50000
670,2,2,Mumbai,Unfurnished,Carpet Area,29000
650,2,2,Mumbai,Semi-Furnished,Carpet Area,45000
422,1,2,Mumbai,Semi-Furnished,Carpet Area,6500
955,2,2,Mumbai,Unfurnished,Carpet Area,55000
1100,3,3,Mumbai,Furnished,Carpet Area,69999
300,1,1,Mumbai,Unfurnished,Carpet Area,18500
900,2,2,Mumbai,Semi-Furnished,Carpet Area,50000
785,2,2,Mumbai,Unfurnished,Carpet Area,45000
1350,3,3,Mumbai,Furnished,Carpet Area,85000
900,2,2,Mumbai,Semi-Furnished,Carpet Area,85000
400,1,1,Mumbai,Unfurnished,Carpet Area,25000
800,2,3,Mumbai,Semi-Furnished,Carpet Area,75000
895,2,2,Mumbai,Semi-Furnished,Carpet Area,190000
625,1,1,Mumbai,Semi-Furnished,Super Area,20000
720,2,2,Mumbai,Semi-Furnished,Carpet Area,30000
750,2,2,Mumbai,Furnished,Carpet Area,75000
1663,3,2,Mumbai,Semi-Furnished,Carpet Area,350000
660,2,2,Mumbai,Semi-Furnished,Carpet Area,70000
700,2,2,Mumbai,Furnished,Carpet Area,32000
377,1,2,Mumbai,Unfurnished,Super Area,22000
650,2,2,Mumbai,Semi-Furnished,Carpet Area,35000
650,2,2,Mumbai,Unfurnished,Carpet Area,47000
2080,4,5,Mumbai,Semi-Furnished,Carpet Area,400000
700,2,2,Mumbai,Semi-Furnished,Super Area,31000
430,1,1,Mumbai,Furnished,Carpet Area,60000
650,2,2,Mumbai,Unfurnished,Carpet Area,58000
890,3,2,Mumbai,Furnished,Carpet Area,85000
965,2,2,Mumbai,Unfurnished,Super Area,45000
630,1,2,Mumbai,Semi-Furnished,Super Area,7500
2100,4,4,Mumbai,Semi-Furnished,Carpet Area,250000
1100,3,3,Mumbai,Furnished,Carpet Area,150000
730,2,2,Mumbai,Semi-Furnished,Carpet Area,80000
1380,3,3,Mumbai,Semi-Furnished,Carpet Area,75000
1100,3,3,Mumbai,Semi-Furnished,Carpet Area,66000
450,1,1,Mumbai,Semi-Furnished,Carpet Area,45000
500,1,1,Mumbai,Unfurnished,Super Area,22000
1100,3,3,Mumbai,Semi-Furnished,Carpet Area,65000
868,3,3,Mumbai,Unfurnished,Carpet Area,55000
750,2,2,Mumbai,Semi-Furnished,Carpet Area,55000
540,1,2,Mumbai,Unfurnished,Super Area,36000
2100,4,5,Mumbai,Furnished,Carpet Area,230000
450,1,2,Mumbai,Semi-Furnished,Carpet Area,22000
1600,3,4,Mumbai,Semi-Furnished,Carpet Area,170000
560,1,2,Mumbai,Semi-Furnished,Super Area,34000
500,1,1,Mumbai,Unfurnished,Carpet Area,45000
305,1,1,Mumbai,Unfurnished,Carpet Area,14000
970,3,2,Mumbai,Furnished,Carpet Area,75000
480,1,1,Mumbai,Unfurnished,Carpet Area,7000
720,2,2,Mumbai,Semi-Furnished,Carpet Area,55000
950,2,2,Mumbai,Semi-Furnished,Carpet Area,55000
3200,4,4,Mumbai,Furnished,Carpet Area,700000
1450,3,3,Mumbai,Furnished,Carpet Area,140000
774,2,2,Mumbai,Semi-Furnished,Carpet Area,42000
450,1,1,Mumbai,Unfurnished,Super Area,27000
1000,3,3,Mumbai,Semi-Furnished,Carpet Area,60000
340,1,1,Mumbai,Semi-Furnished,Super Area,17000
430,1,2,Mumbai,Semi-Furnished,Carpet Area,30000
722,2,2,Mumbai,Unfurnished,Carpet Area,45000
1152,3,2,Mumbai,Furnished,Carpet Area,90000
641,1,1,Mumbai,Unfurnished,Super Area,25000
810,2,2,Mumbai,Furnished,Carpet Area,70000
800,2,2,Mumbai,Furnished,Carpet Area,90000
